# ћетэастанцы€ ћ≥нск, Ѕеларусь, WMO_ID=26850, выбарка з 19.09.2014 па 26.09.2015, Ґсе дн≥
#  адоҐка: ANSI
# ≤нфармацы€ прадастаҐлена сайтам "–эальны прагноз", rp5.by 
#  ал≥ ласка, пры выкарыстанн≥ даных, спасылайцес€ на названы сайт.
# јбазначэнн€ метэапараметраҐ гл€дзець па адрасу http://rp5.by/archive.php?wmo_id=26850&lang=be
#
"ћ€сцовы час Ґ горадзе ћ≥нск";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.11.2014 03:00";"-0.4";"749.5";"771.5";"0.0";"78";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"90  або больш, але не 100%";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"1000-1500";"";"";"10.0";"-3.8";"";"";"";"";"";"";
"18.11.2014 00:00";"-0.5";"749.5";"771.4";"0.8";"77";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"70 Ц 80%.";"1000-1500";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"10.0";"-4.0";"";"";"";"";"";"";
"17.11.2014 21:00";"0.0";"748.7";"770.5";"0.5";"76";"¬ецер з усходу";"3";"";"";"90  або больш, але не 100%";" ";"";"";"";"2.2";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"1000-1500";"";"";"10.0";"-3.7";"";"";"";"";"";"";
"17.11.2014 18:00";"0.8";"748.2";"770.0";"0.2";"75";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"90  або больш, але не 100%";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"1000-1500";"";"";"10.0";"-3.1";"";"";"";"";"";"";
"17.11.2014 15:00";"1.3";"748.0";"769.8";"-0.3";"76";"¬ецер з усхода-паҐднЄва-Ґсходу";"4";"";"";"90  або больш, але не 100%";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"1000-1500";"";"";"10.0";"-2.5";"";"";"";"";"";"";
"17.11.2014 12:00";"1.6";"748.3";"770.0";"0.6";"78";"¬ецер з усхода-паҐднЄва-Ґсходу";"4";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"70 Ц 80%.";"300-600";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"10.0";"-1.9";"";"";"";"";"";"";
"17.11.2014 09:00";"1.5";"747.7";"769.4";"0.6";"82";"¬ецер з паҐднЄвага Ґсходу";"4";"";"";"100%.";" ";"";"";"1.5";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"10.0";"-1.3";"";"";"";"";"";"";
"17.11.2014 06:00";"2.6";"747.1";"768.8";"0.2";"84";"¬ецер з паҐднЄвага Ґсходу";"5";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"10.0";"0.2";"";"";"";"";"";"";
"17.11.2014 03:00";"3.7";"746.9";"768.5";"0.2";"87";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"3";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"7.0";"1.7";"";"";"";"";"";"";
"17.11.2014 00:00";"3.2";"746.7";"768.1";"0.2";"91";"¬ецер з паҐднЄвага Ґсходу";"4";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"6.0";"1.9";"";"";"";"";"";"";
"16.11.2014 21:00";"2.6";"746.5";"768.1";"0.1";"93";"¬ецер з паҐднЄвага Ґсходу";"3";"";"";"100%.";"—муга. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"2.9";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"8.0";"1.6";"—л€ды ападкаҐ";"12";"";"";"";"";
"16.11.2014 18:00";"2.7";"746.4";"768.0";"-0.4";"91";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"100%.";"—муга. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"9.0";"1.4";"";"";"";"";"";"";
"16.11.2014 15:00";"2.2";"746.8";"768.4";"-0.6";"97";"¬ецер з усхода-паҐднЄва-Ґсходу";"4";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"4.9";"1.7";"";"";"";"";"";"";
"16.11.2014 12:00";"1.9";"747.4";"769.0";"0.3";"98";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"50-100";"";"";"2.0";"1.6";"";"";"";"";"";"";
"16.11.2014 09:00";"2.1";"747.1";"768.8";"0.2";"98";"¬ецер з паҐднЄвага Ґсходу";"4";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"2.1";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"2.5";"1.8";"";"";"";"";"";"";
"16.11.2014 06:00";"2.6";"746.9";"768.6";"-0.7";"95";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"8.0";"1.8";"";"";"";"";"";"";
"16.11.2014 03:00";"2.9";"747.6";"769.2";"-0.2";"88";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"10.0";"1.1";"";"";"";"";"";"";
"16.11.2014 00:00";"2.9";"747.8";"769.4";"0.0";"85";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"10.0";"0.6";"";"";"";"";"";"";
"15.11.2014 21:00";"3.1";"747.8";"769.4";"0.0";"83";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"4.0";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"15.0";"0.5";"—л€ды ападкаҐ";"12";"";"";"";"";
"15.11.2014 18:00";"3.0";"747.8";"769.4";"-0.5";"89";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"8.0";"1.4";"";"";"";"";"";"";
"15.11.2014 15:00";"3.5";"748.3";"769.9";"-0.6";"78";"¬ецер з паҐднЄвага Ґсходу";"4";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"600-1000";"";"";"15.0";"0.0";"";"";"";"";"";"";
"15.11.2014 12:00";"3.3";"748.9";"770.5";"0.0";"81";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"90  або больш, але не 100%";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"600-1000";"";"";"10.0";"0.3";"";"";"";"";"";"";
"15.11.2014 09:00";"2.9";"748.7";"770.4";"0.0";"88";"¬ецер з усхода-паҐднЄва-Ґсходу";"3";"";"";"100%.";" ";"";"";"2.7";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"10.0";"1.1";"";"";"";"";"";"";
"15.11.2014 06:00";"2.9";"748.7";"770.3";"-0.3";"84";"¬ецер з усходу";"2";"";"";"90  або больш, але не 100%";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"600-1000";"";"";"10.0";"0.5";"";"";"";"";"";"";
"15.11.2014 03:00";"3.1";"749.0";"770.7";"-0.3";"81";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"10.0";"0.2";"";"";"";"";"";"";
"15.11.2014 00:00";"3.4";"749.3";"771.0";"0.2";"85";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"90  або больш, але не 100%";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"600-1000";"";"";"10.0";"1.1";"";"";"";"";"";"";
"14.11.2014 21:00";"4.1";"749.1";"770.7";"0.1";"88";"¬ецер з паҐднЄвага Ґсходу";"2";"";"";"100%.";"—муга. ";"ƒождж.";"≤мжа.";"";"4.6";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"600-1000";"";"";"3.8";"2.2";"0.3";"12";"";"";"";"";
"14.11.2014 18:00";"4.5";"749.0";"770.6";"0.1";"93";"¬ецер з паҐднЄвага Ґсходу";"1";"";"";"100%.";"—муга. ";"ƒождж.";"≤мжа.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"4.8";"3.5";"";"";"";"";"";"";
"14.11.2014 15:00";"4.3";"748.9";"770.4";"-0.3";"97";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"1";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"3.6";"3.8";"";"";"";"";"";"";
"14.11.2014 12:00";"3.9";"749.2";"770.8";"0.6";"95";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"7.0";"3.2";"";"";"";"";"";"";
"14.11.2014 09:00";"3.9";"748.6";"770.2";"0.5";"95";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"3.7";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"6.0";"3.2";"—л€ды ападкаҐ";"12";"";"";"";"";
"14.11.2014 06:00";"3.7";"748.1";"769.6";"0.3";"95";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"5.0";"3.0";"";"";"";"";"";"";
"14.11.2014 03:00";"3.8";"747.8";"769.3";"0.2";"88";"¬ецер з усходу";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"10.0";"2.0";"";"";"";"";"";"";
"14.11.2014 00:00";"4.1";"747.6";"769.1";"0.5";"87";"¬ецер з усходу";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"300-600";"";"";"10.0";"2.1";"";"";"";"";"";"";
"13.11.2014 21:00";"4.0";"747.1";"768.6";"0.6";"90";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"4.6";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"300-600";"";"";"8.0";"2.5";"";"";"";"";"";"";
"13.11.2014 18:00";"4.1";"746.5";"767.9";"0.3";"88";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"6.0";"2.3";"";"";"";"";"";"";
"13.11.2014 15:00";"4.4";"746.2";"767.7";"0.3";"86";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"7.0";"2.2";"";"";"";"";"";"";
"13.11.2014 12:00";"4.2";"745.9";"767.3";"0.3";"84";"¬ецер з паҐднЄвага Ґсходу";"3";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"7.0";"1.7";"";"";"";"";"";"";
"13.11.2014 09:00";"3.6";"745.6";"767.2";"0.3";"88";"¬ецер з усхода-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"3.3";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"7.0";"1.8";"";"";"";"";"";"";
"13.11.2014 06:00";"3.4";"745.3";"766.9";"0.0";"88";"¬ецер з усхода-паҐднЄва-Ґсходу";"1";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"7.0";"1.6";"";"";"";"";"";"";
"13.11.2014 03:00";"3.9";"745.3";"766.8";"0.1";"88";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"3";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"14.0";"2.1";"";"";"";"";"";"";
"13.11.2014 00:00";"4.0";"745.2";"766.6";"-0.2";"88";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"3";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"7.0";"2.2";"";"";"";"";"";"";
"12.11.2014 21:00";"3.3";"745.4";"766.9";"0.1";"93";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"3.8";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"4.5";"2.3";"";"";"";"";"";"";
"12.11.2014 18:00";"3.4";"745.3";"766.8";"0.1";"93";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"2.8";"2.4";"";"";"";"";"";"";
"12.11.2014 15:00";"3.6";"745.2";"766.7";"-0.4";"91";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"100%.";"—муга. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"3.3";"2.3";"";"";"";"";"";"";
"12.11.2014 12:00";"2.4";"745.6";"767.2";"0.4";"99";"¬ецер з поҐдн€";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"1.5";"2.2";"";"";"";"";"";"";
"12.11.2014 09:00";"2.0";"745.2";"766.8";"-0.1";"100";"¬ецер з поҐдн€";"2";"";"";"Ќеба не бачна з-за туману ≥/або друг≥х метэаралаг≥чных з'€ваҐ";"“уман або л€дз€ны туман, неба не бачна, без прыметнага зм€ненн€ на прац€гу апошн€й гадз≥ны. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"1.9";"";"";"";"";"";"";"0.5";"2.0";"";"";"";"";"";"";
"12.11.2014 06:00";"2.6";"745.3";"766.9";"-0.3";"97";"¬ецер з поҐдн€";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"1.5";"2.1";"";"";"";"";"";"";
"12.11.2014 03:00";"3.0";"745.6";"767.2";"-0.2";"95";"¬ецер з поҐдн€";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"2.4";"2.2";"";"";"";"";"";"";
"12.11.2014 00:00";"3.1";"745.8";"767.3";"-0.1";"95";"¬ецер з поҐдн€";"3";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"2.9";"2.3";"";"";"";"";"";"";
"11.11.2014 21:00";"3.3";"745.9";"767.5";"-0.1";"95";"¬ецер з поҐдн€";"2";"";"";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"6.3";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"2.7";"2.6";"";"";"";"";"";"";
"11.11.2014 18:00";"3.0";"746.0";"767.5";"0.0";"93";"¬ецер з поҐдн€";"3";"";"11";"100%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"100-200";"";"";"2.4";"2.0";"";"";"";"";"";"";
"11.11.2014 15:00";"3.9";"746.0";"767.5";"-0.3";"85";"¬ецер з паҐднЄвага Ґсходу";"3";"";"";"70 Ц 80%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"70 Ц 80%.";"200-300";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"3.2";"1.6";"";"";"";"";"";"";
"11.11.2014 12:00";"5.6";"746.3";"767.7";"0.4";"80";"¬ецер з поҐдн€";"3";"";"";"60%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"6.0";"2.4";"";"";"";"";"";"";
"11.11.2014 09:00";"3.8";"745.9";"767.4";"0.0";"85";"¬ецер з поҐдн€";"3";"";"";"60%.";" ";"";"";"3.8";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"Ќ€ма воблакаҐ.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"6.0";"1.5";"";"";"";"";"";"";
"11.11.2014 06:00";"5.1";"745.9";"767.3";"-0.3";"81";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"Ќ€ма воблакаҐ.";"—муга. ";"¬облак≥ Ґкрывал≥ палову неба або меньш на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ палову неба або меньш на прац€гу Ґс€го адпаведнага перы€да.";"";"";"";"";"";"";"";"8.0";"2.1";"";"";"";"";"";"";
"11.11.2014 03:00";"5.7";"746.2";"767.5";"0.2";"83";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"Ќ€ма воблакаҐ.";"—муга. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу частк≥ адпаведнага перы€да ≥ палову або меньш на прац€гу другой частк≥ адпаведнага перы€да.";"";"";"";"";"";"";"";"8.0";"3.0";"";"";"";"";"";"";
"11.11.2014 00:00";"6.5";"746.0";"767.3";"0.1";"85";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"3";"";"";"Ќ€ма воблакаҐ.";"—муга. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу частк≥ адпаведнага перы€да ≥ палову або меньш на прац€гу другой частк≥ адпаведнага перы€да.";"";"";"";"";"";"";"";"8.0";"4.2";"";"";"";"";"";"";
